week_end_date,effective_from_date,weekly_open,weekly_high,weekly_low,weekly_close,smma_5,atr_14,previous_10_week_low,previous_market_state,market_state,buy_allowed,force_exit_all,cancel_pending_buys,below_lower_count,lower_band,upper_band,transition,reason
2025-04-25,2025-04-28,23949.15,24365.45,23847.85,24039.35,23345.866667082824,693.5183963840873,21743.65,ON,ON,True,False,False,0,22999.10746889078,23449.89442654044,NONE,NO_CHANGE
2025-05-02,2025-05-05,24070.25,24589.15,24054.05,24346.7,23546.03333366626,683.2527966423669,21743.65,ON,ON,True,False,False,0,23204.406935345076,23648.521253162613,NONE,NO_CHANGE
2025-05-09,2025-05-12,24419.5,24526.4,23935.75,24008.0,23638.426666933006,676.6383111679122,21743.65,ON,ON,True,False,False,0,23300.10751134905,23739.922413608194,NONE,NO_CHANGE
2025-05-16,2025-05-19,24420.1,25116.25,24378.85,25019.8,23914.701333546407,707.4677175130613,21743.65,ON,ON,True,False,False,0,23560.967474789875,24020.821491173367,NONE,NO_CHANGE
2025-05-23,2025-05-26,25005.35,25062.95,24462.4,24853.15,24102.391066837125,699.8307376906997,21743.65,ON,ON,True,False,False,0,23752.475697991773,24207.36567749073,NONE,NO_CHANGE
2025-05-30,2025-06-02,24919.35,25079.2,24677.3,24750.7,24232.0528534697,678.5499707127927,21743.65,ON,ON,True,False,False,0,23892.777868113306,24333.83534907662,NONE,NO_CHANGE
2025-06-06,2025-06-09,24669.7,25029.5,24502.15,25003.05,24386.25228277576,667.749972804736,21743.65,ON,ON,True,False,False,0,24052.377296373394,24486.41477869647,NONE,NO_CHANGE
2025-06-13,2025-06-16,25160.1,25222.4,24473.0,24718.6,24452.721826220608,673.5821176043979,21743.65,ON,ON,True,False,False,0,24115.93076741841,24553.75914386127,NONE,NO_CHANGE
2025-06-20,2025-06-23,24732.35,25136.2,24703.6,25112.4,24584.657460976487,656.3691092040839,21743.65,ON,ON,True,False,False,0,24256.472906374445,24683.112827357098,NONE,NO_CHANGE
2025-06-27,2025-06-30,24939.75,25654.2,24824.85,25637.8,24795.28596878119,668.7248871180781,23207.0,ON,ON,True,False,False,0,24460.92352522215,24895.594701848902,NONE,NO_CHANGE
2025-07-04,2025-07-07,25661.65,25669.35,25331.65,25461.0,24928.428775024953,645.0802523239294,23847.85,ON,ON,True,False,False,0,24605.888648862987,25025.19081287354,NONE,NO_CHANGE
2025-07-11,2025-07-14,25450.45,25548.7,25129.0,25149.85,24972.71302001996,628.9816628722201,23935.75,ON,ON,True,False,False,0,24658.22218858385,25067.060269450794,NONE,NO_CHANGE
2025-07-18,2025-07-21,25149.5,25255.3,24918.65,24968.4,24971.85041601597,608.1008298099185,23935.75,ON,ON,True,False,False,0,24667.80000111101,25063.065540487456,NONE,NO_CHANGE
2025-07-25,2025-07-28,24999.0,25246.25,24806.35,24837.0,24944.880332812776,596.0864848234959,24378.85,ON,ON,True,False,False,0,24646.83709040103,25034.2933055363,NONE,NO_CHANGE
2025-08-01,2025-08-04,24782.45,24956.5,24535.05,24565.35,24868.97426625022,583.6124501932462,24462.4,ON,OFF,False,False,True,1,24577.1680411536,24956.51613377921,ON_TO_OFF,LOWER_BAND_BREAK
2025-08-08,2025-08-11,24596.05,24736.25,24337.5,24363.3,24767.839413000176,570.4079894651571,24473.0,OFF,OFF,False,True,True,2,24482.635418267597,24853.40061141995,NONE,EMERGENCY_10_WEEK_LOW_BREAK
2025-08-14,2025-08-18,24371.5,24702.6,24347.45,24631.3,24740.53153040014,555.0324187890743,24337.5,OFF,OFF,False,False,False,0,24463.015321005605,24823.786393218503,NONE,NO_CHANGE
2025-08-22,2025-08-25,24938.2,25153.65,24852.85,24870.1,24766.445224320116,552.6979603041406,24337.5,OFF,ON,True,False,False,0,24490.096244168046,24849.349918365737,OFF_TO_ON,UPPER_BAND_RECLAIM
2025-08-29,2025-09-01,24949.15,25021.55,24404.7,24426.85,24698.526179456094,557.2802488538447,24337.5,ON,ON,True,False,False,0,24419.886055029172,24782.11821678417,NONE,NO_CHANGE
2025-09-05,2025-09-08,24432.7,24980.75,24432.7,24741.0,24707.020943564876,557.0388025071417,24337.5,ON,ON,True,False,False,0,24428.501542311304,24790.576763940946,NONE,NO_CHANGE
2025-09-12,2025-09-15,24802.6,25139.45,24751.55,25114.0,24788.4167548519,545.7110308994887,24337.5,ON,ON,True,False,False,0,24515.561239402155,24870.273409486825,NONE,NO_CHANGE
2025-09-19,2025-09-22,25118.9,25448.55,25048.75,25327.05,24896.14340388152,535.288814406668,24337.5,ON,ON,True,False,False,0,24628.498996678187,24976.43672604252,NONE,NO_CHANGE
2025-09-26,2025-09-29,25238.1,25331.7,24629.45,24654.7,24847.854723105214,547.2146133776204,24337.5,ON,ON,True,False,False,0,24574.247416416405,24929.93691511186,NONE,NO_CHANGE
2025-10-03,2025-10-06,24728.55,24904.8,24587.7,24894.25,24857.13377848417,530.7778552792188,24337.5,ON,ON,True,False,False,0,24591.74485084456,24936.750456776055,NONE,NO_CHANGE
2025-10-10,2025-10-13,24916.55,25330.75,24881.65,25285.35,24942.777022787333,524.9437227592745,24337.5,ON,ON,True,False,False,0,24680.305161407698,25021.518581201224,NONE,NO_CHANGE
2025-10-17,2025-10-20,25177.3,25781.5,25060.55,25709.85,25096.191618229866,538.944171133612,24337.5,ON,ON,True,False,False,0,24826.71953266306,25177.033243899907,NONE,NO_CHANGE
2025-10-24,2025-10-27,25824.6,26104.2,25718.2,25795.15,25235.983294583893,528.6160160526399,24347.45,ON,ON,True,False,False,0,24971.675286557573,25315.27569699179,NONE,NO_CHANGE
2025-10-31,2025-11-03,25843.2,26097.85,25711.2,25722.1,25333.206635667117,518.475586334594,24404.7,ON,ON,True,False,False,0,25073.96884249982,25410.977973617304,NONE,NO_CHANGE
2025-11-07,2025-11-10,25696.85,25803.1,25318.45,25492.3,25365.025308533695,516.0594730249801,24404.7,ON,ON,True,False,False,0,25106.995572021206,25442.434229487444,NONE,NO_CHANGE
2025-11-14,2025-11-17,25503.5,26010.7,25449.25,25910.05,25474.03024682696,519.3016535231958,24432.7,ON,ON,True,False,False,0,25214.37942006536,25551.925494855437,NONE,NO_CHANGE
2025-11-21,2025-11-24,25948.2,26246.65,25856.2,26068.15,25592.854197461565,510.0979639858247,24587.7,ON,ON,True,False,False,0,25337.805215468652,25669.36889205944,NONE,NO_CHANGE
2025-11-28,2025-12-01,26122.8,26310.45,25842.95,26202.95,25714.873357969253,507.0552522725515,24587.7,ON,ON,True,False,False,0,25461.34573183298,25790.931645810135,NONE,NO_CHANGE
2025-12-05,2025-12-08,26325.8,26325.8,25891.0,26186.45,25809.1886863754,501.8941628245121,24587.7,ON,ON,True,False,False,0,25558.241604963143,25884.472810799078,NONE,NO_CHANGE
2025-12-12,2025-12-15,26159.8,26178.7,25693.25,26046.95,25856.74094910032,501.27315119418984,24587.7,ON,ON,True,False,False,0,25606.104373503225,25931.931921779447,NONE,NO_CHANGE
2025-12-19,2025-12-22,25930.05,26047.15,25726.3,25966.4,25878.672759280256,488.38578325174785,24881.65,ON,ON,True,False,False,0,25634.479867654383,25951.93062676802,NONE,NO_CHANGE
2025-12-26,2025-12-29,26055.85,26236.4,26008.6,26042.3,25911.398207424205,472.78679873376586,25060.55,ON,ON,True,False,False,0,25675.00480805732,25982.31622723427,NONE,NO_CHANGE
2026-01-02,2026-01-05,26063.35,26340.0,25878.0,26328.55,25994.828565939366,472.0163131099254,25318.45,ON,ON,True,False,False,0,25758.820409384403,26065.631012905855,NONE,NO_CHANGE
2026-01-09,2026-01-12,26333.7,26373.2,25623.0,25683.3,25932.522852751492,491.8865764592165,25318.45,ON,OFF,False,False,True,1,25686.579564521882,26006.305839220375,ON_TO_OFF,LOWER_BAND_BREAK
2026-01-16,2026-01-19,25669.05,25899.8,25473.4,25694.35,25884.888282201195,487.20896385498656,25318.45,OFF,OFF,False,False,False,0,25641.2838002737,25957.969626779442,NONE,NO_CHANGE
2026-01-23,2026-01-27,25653.1,25653.3,24919.8,25048.65,25717.640625760956,507.73332357963034,25449.25,OFF,OFF,False,True,True,1,25463.77396397114,25793.8006242979,NONE,EMERGENCY_10_WEEK_LOW_BREAK
2026-01-30,2026-02-01,25063.35,25458.15,24932.55,25320.65,25638.242500608765,509.009514752514,24919.8,OFF,OFF,False,True,False,2,25383.73774323251,25714.593927821643,NONE,CONFIRMED_LOWER_BAND_BREAK
2026-02-06,2026-02-09,25333.75,26341.2,24571.75,25693.7,25649.33400048701,599.0409779844774,24919.8,OFF,OFF,False,False,False,0,25349.813511494773,25739.190147184683,NONE,NO_CHANGE
2026-02-13,2026-02-16,25888.7,26009.4,25444.3,25471.1,25613.68720038961,596.6166224141577,24571.75,OFF,OFF,False,False,False,0,25315.37888918253,25703.179693751732,NONE,NO_CHANGE
2026-02-20,2026-02-23,25423.6,25885.3,25372.7,25571.25,25605.199760311687,590.6154350988608,24571.75,OFF,OFF,False,False,False,0,25309.892042762258,25693.792075576515,NONE,NO_CHANGE
2026-02-27,2026-03-02,25678.4,25771.45,25141.3,25178.65,25519.88980824935,593.4393325917993,24571.75,OFF,OFF,False,False,False,1,25223.17014195345,25608.90570813812,NONE,NO_CHANGE
2026-03-06,2026-03-09,24659.25,24989.35,24305.4,24450.45,25306.00184659948,613.4258088352423,24571.75,OFF,OFF,False,True,True,2,24999.288942181858,25398.015717924765,NONE,EMERGENCY_10_WEEK_LOW_BREAK
2026-03-13,2026-03-16,23868.05,24303.8,23112.0,23151.1,24875.021477279584,665.2132510612964,24305.4,OFF,OFF,False,True,True,3,24542.414851748938,24974.803464938777,NONE,EMERGENCY_10_WEEK_LOW_BREAK
2026-03-20,2026-03-23,23116.1,23862.25,22930.35,23114.5,24522.91718182367,684.2623045569183,23112.0,OFF,OFF,False,True,False,4,24180.78602954521,24625.556527507208,NONE,CONFIRMED_LOWER_BAND_BREAK
2026-03-27,2026-03-30,22824.35,23465.35,22471.25,22819.6,24182.253745458933,706.3935685171383,22930.35,OFF,OFF,False,True,True,5,23829.056961200364,24288.212780736503,NONE,EMERGENCY_10_WEEK_LOW_BREAK
2026-04-02,2026-04-06,22549.65,22941.3,22182.55,22713.1,23888.422996367146,710.133313623057,22471.25,OFF,OFF,False,True,False,6,23533.356339555616,23994.942993410605,NONE,CONFIRMED_LOWER_BAND_BREAK
2026-04-10,2026-04-13,22780.3,24074.05,22542.95,24050.6,23920.858397093718,768.77379122141,22182.55,OFF,ON,True,False,False,0,23536.471501483014,24036.17446577693,OFF_TO_ON,UPPER_BAND_RECLAIM
2026-04-17,2026-04-20,23589.6,24400.95,23555.6,24353.55,24007.396717674976,774.2435204198808,22182.55,ON,ON,True,False,False,0,23620.274957465037,24123.53324573796,NONE,NO_CHANGE
2026-04-24,2026-04-27,24391.5,24601.7,23813.65,23897.95,23985.50737413998,775.2296975327464,22182.55,ON,ON,True,False,False,0,23597.892525373605,24101.791828769892,NONE,NO_CHANGE
2026-04-30,2026-05-04,23945.45,24334.7,23796.85,23997.55,23987.915899311985,758.2740048518361,22182.55,ON,ON,True,False,False,0,23608.778896886066,24101.657000039762,NONE,NO_CHANGE
2026-05-08,2026-05-11,24063.55,24482.1,23882.05,24176.15,24025.562719449586,746.9722902195621,22182.55,ON,ON,True,False,False,0,23652.076574339804,24137.60856298252,NONE,NO_CHANGE
2026-05-15,2026-05-18,23970.1,23997.45,23262.55,23643.5,23949.15017555967,758.8742694895935,22182.55,ON,ON,True,False,False,0,23569.713040814873,24062.981315983106,NONE,NO_CHANGE
2026-05-22,2026-05-25,23482.2,23859.9,23317.1,23719.3,23903.180140447737,743.4403930974798,22182.55,ON,ON,True,False,False,0,23531.459943898997,24014.69619941236,NONE,NO_CHANGE
2026-05-29,2026-06-01,23940.25,24089.8,23484.75,23547.75,23832.09411235819,733.5553650190884,22182.55,ON,ON,True,False,False,0,23465.316429848648,23942.127417111053,NONE,NO_CHANGE
2026-06-05,2026-06-08,23654.5,23733.7,23151.5,23366.7,23739.015289886553,722.744267517725,22182.55,ON,OFF,False,False,True,1,23377.64315612769,23847.42693001421,ON_TO_OFF,LOWER_BAND_BREAK
2026-06-12,2026-06-15,23080.7,23645.35,23070.15,23622.9,23715.792231909243,712.2053912664587,22182.55,OFF,OFF,False,False,False,0,23359.689536276015,23822.623040599214,NONE,NO_CHANGE
2026-06-19,2026-06-22,23984.85,24189.25,23817.8,24013.1,23775.25378552739,701.7871490331402,22542.95,OFF,ON,True,False,False,0,23424.360211010822,23880.521857882362,OFF_TO_ON,UPPER_BAND_RECLAIM
2026-06-25,2026-06-29,24106.6,24261.6,23784.95,24056.0,23831.40302842191,685.7059241022015,23070.15,ON,ON,True,False,False,0,23488.55006637081,23934.25891703724,NONE,NO_CHANGE
2026-07-03,2026-07-06,24061.75,24378.15,23829.2,24270.85,23919.29242273753,675.9376438091871,23070.15,ON,ON,True,False,False,0,23581.323600832937,24020.683069308907,NONE,NO_CHANGE
2026-07-10,2026-07-13,24306.85,24530.9,23805.2,24206.9,23976.813938190026,679.4920978228166,23070.15,ON,ON,True,False,False,0,23637.067889278616,24078.73775286345,NONE,NO_CHANGE
2026-07-17,,24039.4,24367.3,24000.2,24334.3,24048.31115055202,657.1783765497582,23070.15,ON,ON,True,False,False,0,23719.72196227714,24146.887907034485,NONE,NO_CHANGE
