date,market_state,realized_gross,realized_costs,realized_net,unrealized,total_pnl_gross,total_pnl_net,active
2020-11-27,NORMAL,-445494.1334038214,94838.42724933333,-487461.7369411547,-358517.58419119474,-804011.7175950161,-845979.3211323494,5
2020-12-01,NORMAL,-441996.8485558878,95207.43773733333,-484204.19241855445,-280814.6360579999,-722811.4846138877,-765018.8284765544,5
2020-12-02,NORMAL,-440099.1570482721,95587.089732,-482552.386140272,-245273.13186246046,-685372.2889107326,-727825.5180027324,5
2020-12-03,NORMAL,-441130.8216608836,95968.190028,-483838.1291875503,-183643.24278528232,-624774.0644461659,-667481.3719728326,5
2020-12-04,NORMAL,-427936.22515247006,96734.68042799999,-471269.5114098034,-171379.22801595705,-599315.4531684271,-642648.7394257605,5
2020-12-07,NORMAL,-415606.5110874765,97125.015436,-459330.13235280983,-109217.37959495542,-524823.8906824319,-568547.5119477652,5
2020-12-08,NORMAL,-415606.5110874765,97397.04556933332,-459330.13235280983,-142076.6959061097,-557683.2069935862,-601406.8282589195,5
2020-12-09,NORMAL,-413545.71627169487,97640.88249733332,-457513.1744650282,-88923.10860495712,-502468.824876652,-546436.2830699853,5
2020-12-10,NORMAL,-413545.71627169487,98030.94128666667,-457513.1744650282,-173942.70063171705,-587488.416903412,-631455.8750967453,5
2020-12-11,NORMAL,-405205.64304724714,99242.38176133334,-449431.2762779137,-186256.1446704134,-591461.7877176605,-635687.420948327,6
2020-12-14,NORMAL,-400558.5401917042,99859.35369733334,-445040.3001583708,-151387.62220337772,-551946.162395082,-596427.9223617485,7
2020-12-15,NORMAL,-374602.9954519707,100545.93996133334,-419642.0715199706,-148412.9645335064,-523015.95998547715,-568055.036053477,7
2020-12-16,NORMAL,-357043.12982635817,101092.324748,-402474.5892036914,-123264.93223342381,-480308.062059782,-525739.5214371153,7
2020-12-17,NORMAL,-349381.63222365815,101671.79934266667,-394957.541379658,-165681.9589132481,-515063.59113690624,-560639.5002929061,7
2020-12-18,NORMAL,-345843.92459315335,102664.25724666666,-391698.4917998199,-161985.73605871171,-507829.66065186507,-553684.2278585316,7
2020-12-21,NORMAL,-352429.3501925664,105359.13819599999,-398938.5723485663,-351583.93774686294,-704013.2879394293,-750522.5100954293,7
2020-12-22,NORMAL,-355378.1036723471,107445.62076933333,-403157.7180016804,-249980.60435325443,-605358.7080256015,-653138.3223549349,7
2020-12-23,NORMAL,-351281.0121180556,107846.55577733333,-399318.80148472224,-227645.27394124802,-578926.2860593037,-626964.0754259703,7
2020-12-24,NORMAL,-342914.0657795408,108623.68768399999,-391583.9787808741,-218157.582461004,-561071.6482405448,-609741.5612418781,7
2020-12-28,NORMAL,-334070.11417208717,109022.21589733331,-383138.5553867538,-181387.86801442344,-515457.9821865106,-564526.4234011773,7
2020-12-29,NORMAL,-334070.11417208717,109151.48605999998,-383138.5553867538,-196978.46702422327,-531048.5811963105,-580117.022410977,7
2020-12-30,NORMAL,-332101.5563321486,109559.77276666665,-381306.25412014854,-174767.03391778903,-506868.5902499376,-556073.2880379376,7
2020-12-31,NORMAL,-328799.6651588767,109831.84440666664,-378142.66782154335,-179792.5849551389,-508592.2501140156,-557935.2527766823,7
2021-01-01,NORMAL,-328799.6651588767,109831.84440666664,-378142.66782154335,-164712.95704282692,-493512.6222017036,-542855.6248643703,7
2021-01-04,NORMAL,-320060.9332671171,110516.89256133331,-369792.2226364505,-143532.61243829151,-463593.5457054087,-513324.835074742,7
2021-01-05,NORMAL,-313503.8398611555,111204.39581199997,-363505.5940758221,-164235.675209255,-477739.51507041045,-527741.2692850771,7
2021-01-06,NORMAL,-303876.32514654467,111859.80925466664,-354386.2362305446,-143964.00539155255,-447840.3305380972,-498350.2416220971,7
2021-01-07,NORMAL,-284169.75510140625,112663.12757199997,-335204.2094654063,-125059.30895847181,-409229.06405987806,-460263.5184238781,7
2021-01-08,NORMAL,-247126.56266109273,114670.33392666664,-299726.4536597594,-59006.12188064799,-306132.6845417407,-358732.57554040744,7
2021-01-11,NORMAL,-234385.38230002997,115515.32846266664,-287381.7532106967,-80619.53236811697,-315004.9146681469,-368001.28557881364,7
2021-01-12,NORMAL,-213995.73454567895,116823.3138413333,-267898.79053901235,-73955.03118223205,-287950.765727911,-341853.82172124437,6
2021-01-13,NORMAL,-209842.6555156055,117773.78533466664,-264028.46616227226,-68694.5697435363,-278537.22525914176,-332723.03590580856,7
2021-01-14,NORMAL,-207021.81006130172,118127.25091866664,-261561.08629196844,-15888.283080137699,-222910.09314143943,-277449.36937210616,7
2021-01-15,NORMAL,-201651.50732718714,119103.72241199997,-256448.95859518714,-47455.59750401441,-249107.10483120155,-303904.55609920155,7
2021-01-18,NORMAL,-184710.39574473133,121221.60498533331,-240385.8558767313,-95728.98139311964,-280439.37713785097,-336114.83726985095,7
2021-01-19,NORMAL,-183798.7877090917,121636.87810266665,-239746.76098775826,-37189.24712216173,-220988.03483125343,-276936.00810991996,7
2021-01-20,NORMAL,-172049.61960737561,122156.68327333331,-228385.87959270886,-47068.3888371794,-219118.00844455502,-275454.2684298883,7
2021-01-21,NORMAL,-159702.3934720756,122998.38800133331,-216307.070001409,-71044.38548002273,-230746.77895209834,-287351.45548143174,7
2021-01-22,NORMAL,-161575.74779476973,123811.0233053333,-218308.4876921031,-139396.05770725492,-300971.80550202465,-357704.54539935803,7
2021-01-25,NORMAL,-153665.73550944452,124864.08874266664,-210920.97038544455,-165071.99601292057,-318737.7315223651,-375992.9663983651,7
2021-01-27,NORMAL,-145054.48564348373,125664.07574533332,-202567.89555681715,-186209.85249890358,-331264.33814238734,-388777.7480557207,7
2021-01-28,NORMAL,-144573.76818456317,126208.17751866666,-202225.48297256322,-203672.81420174323,-348246.58238630637,-405898.29717430647,7
2021-01-29,NORMAL,-136055.56525490855,127813.89642799998,-194233.8716242419,-243292.7033847587,-379348.26863966725,-437526.5750090006,7
2021-02-01,NORMAL,-140363.0219695998,129356.89081733332,-199435.72361359987,-179431.613931501,-319794.6359011008,-378867.33754510083,7
2021-02-02,NORMAL,-118225.30427158941,130674.35241466665,-178477.20414492287,-103690.2849410535,-221915.58921264292,-282167.4890859764,7
2021-02-03,NORMAL,-92824.9613093869,131958.199684,-154093.17492138696,-66921.05304943828,-159746.01435882517,-221014.22797082525,6
2021-02-04,NORMAL,-86754.56488863718,132337.45167866664,-148272.7603326372,-57646.66064192934,-144401.22553056653,-205919.42097456654,6
2021-02-05,NORMAL,-86754.56488863708,133296.3307053333,-148272.76033263715,-76573.68308202692,-163328.247970664,-224846.44341466407,7
